sequence_id,label,length,net_charge_per_residue,hydrophobic_percent,polar_percent,charged_percent,gly_percent,pro_percent,ambiguous_count,ambiguous_rate,top1_type,top1_identity,top1_score,top1_coverage,top2_type,top2_identity,delta_top1_top2,type1_score,type1_aligned_len,type1_coverage,type1_identity,type1_mismatch_rate,type1_gap_rate,type1_conservation_match,type2_score,type2_aligned_len,type2_coverage,type2_identity,type2_mismatch_rate,type2_gap_rate,type2_conservation_match,type3_score,type3_aligned_len,type3_coverage,type3_identity,type3_mismatch_rate,type3_gap_rate,type3_conservation_match,type4_score,type4_aligned_len,type4_coverage,type4_identity,type4_mismatch_rate,type4_gap_rate,type4_conservation_match,afgp_score,afgp_aligned_len,afgp_coverage,afgp_identity,afgp_mismatch_rate,afgp_gap_rate,afgp_conservation_match,alignment_failed,low_coverage
Q6IQH6,NON_AFP,333,0.006006006006006006,50.150150150150154,23.423423423423422,13.813813813813812,6.606606606606606,4.804804804804805,0,0.0,type3,0.691358024691358,-93.5,0.24324324324324326,type4,0.6097560975609756,0.08160192713038239,-118.0,170,0.5105105105105106,0.4117647058823529,0.5882352941176471,0.0,0.36310788959065166,-89.5,140,0.42042042042042044,0.5857142857142857,0.4142857142857143,0.0,0.4404081247063864,-93.5,81,0.24324324324324326,0.691358024691358,0.30864197530864196,0.0,0.6198273145744293,-76.5,123,0.36936936936936937,0.6097560975609756,0.3902439024390244,0.0,0.37600501324525637,-302.0,310,0.9309309309309309,0.3903225806451613,0.6096774193548387,0.0,0.9970377553740177,0,1
Q6IQP3,NON_AFP,315,-0.14285714285714285,38.41269841269842,13.015873015873018,39.682539682539684,4.761904761904762,2.857142857142857,0,0.0,type3,0.65,-99.5,0.25396825396825395,type4,0.5416666666666666,0.10833333333333339,-128.5,193,0.6126984126984127,0.3160621761658031,0.6839378238341969,0.0,0.33302999439114717,-91.0,165,0.5238095238095238,0.44242424242424244,0.5575757575757576,0.0,0.41091512595231056,-99.5,80,0.25396825396825395,0.65,0.35,0.0,0.649511249783653,-81.0,120,0.38095238095238093,0.5416666666666666,0.4583333333333333,0.0,0.38336253442775003,-362.0,295,0.9365079365079365,0.29491525423728815,0.7050847457627119,0.0,0.9937742655318339,0,1
Q6IQS6,NON_AFP,348,-0.034482758620689655,43.67816091954023,18.67816091954023,28.160919540229884,6.321839080459771,4.022988505747127,0,0.0,type3,0.6363636363636364,-95.0,0.25287356321839083,type4,0.5966386554621849,0.03972498090145149,-134.5,193,0.5545977011494253,0.34196891191709844,0.6580310880829016,0.0,0.3465273962189696,-80.5,155,0.4454022988505747,0.535483870967742,0.4645161290322581,0.0,0.45256362873914296,-95.0,88,0.25287356321839083,0.6363636363636364,0.36363636363636365,0.0,0.6500683236423724,-84.0,119,0.34195402298850575,0.5966386554621849,0.40336134453781514,0.0,0.3781807069859664,-360.5,327,0.9396551724137931,0.30275229357798167,0.6972477064220184,0.0,0.9915752675774818,0,1
Q6IQU6,NON_AFP,330,0.07272727272727272,40.0,16.969696969696972,33.33333333333333,4.545454545454546,6.0606060606060606,0,0.0,type4,0.5517241379310345,-99.0,0.3515151515151515,type3,0.5454545454545454,0.006269592476489061,-148.0,180,0.5454545454545454,0.31666666666666665,0.6833333333333333,0.0,0.3110798082623818,-107.5,153,0.4636363636363636,0.4444444444444444,0.5555555555555556,0.0,0.44380555527274923,-105.5,88,0.26666666666666666,0.5454545454545454,0.45454545454545453,0.0,0.6500683236423724,-99.0,116,0.3515151515151515,0.5517241379310345,0.4482758620689655,0.0,0.3951732396503361,-351.5,290,0.8787878787878788,0.35172413793103446,0.6482758620689655,0.0,0.9968334626411913,0,1
Q6JIY4,NON_AFP,273,0.03663003663003663,39.56043956043956,26.373626373626376,21.245421245421245,6.227106227106227,5.86080586080586,0,0.0,type3,0.5609756097560976,-83.0,0.30036630036630035,type4,0.5175438596491229,0.043431750106974754,-113.5,164,0.6007326007326007,0.3597560975609756,0.6402439024390244,0.0,0.27280968775721026,-80.5,163,0.5970695970695971,0.4110429447852761,0.588957055214724,0.0,0.45639555185523734,-83.0,82,0.30036630036630035,0.5609756097560976,0.43902439024390244,0.0,0.6468610262028994,-79.5,114,0.4175824175824176,0.5175438596491229,0.4824561403508772,0.0,0.4013894002938024,-351.5,248,0.9084249084249084,0.3467741935483871,0.6532258064516129,0.0,0.9804976142414961,0,1
Q6JV22,NON_AFP,185,-0.016216216216216217,48.10810810810811,25.405405405405407,18.91891891891892,3.2432432432432434,3.783783783783784,0,0.0,type3,0.5945945945945946,-46.5,0.4,type4,0.5238095238095238,0.07078507078507079,-69.5,147,0.7945945945945946,0.3673469387755102,0.6326530612244898,0.0,0.44886885710058944,-53.0,112,0.6054054054054054,0.5178571428571429,0.48214285714285715,0.0,0.40855706815619175,-46.5,74,0.4,0.5945945945945946,0.40540540540540543,0.0,0.6707308556609487,-37.0,105,0.5675675675675675,0.5238095238095238,0.47619047619047616,0.0,0.4151903171581186,-319.5,175,0.9459459459459459,0.4742857142857143,0.5257142857142857,0.0,1.0,0,1
Q6JZS3,NON_AFP,521,-0.01727447216890595,45.489443378119006,19.193857965451055,23.99232245681382,6.90978886756238,4.990403071017274,0,0.0,type3,0.735632183908046,-174.0,0.16698656429942418,type4,0.704,0.03163218390804601,-201.5,192,0.3685220729366603,0.4114583333333333,0.5885416666666666,0.0,0.3322334975287597,-143.0,173,0.33205374280230326,0.5606936416184971,0.4393063583815029,0.0,0.45502480702997533,-174.0,87,0.16698656429942418,0.735632183908046,0.26436781609195403,0.0,0.6566012449952099,-154.0,125,0.2399232245681382,0.704,0.296,0.0,0.3853352997057682,-367.5,430,0.8253358925143954,0.31627906976744186,0.6837209302325581,0.0,0.9866165406926432,0,1
Q6NSM8,NON_AFP,1187,-0.014321819713563605,45.745577085088456,23.92586352148273,19.12384161752317,5.812973883740522,9.688289806234204,0,0.0,type3,0.875,-486.0,0.07413647851727043,type4,0.8062015503875969,0.06879844961240311,-404.0,218,0.18365627632687448,0.6743119266055045,0.3256880733944954,0.0,0.3436927926720854,-422.0,179,0.15080033698399326,0.7039106145251397,0.29608938547486036,0.0,0.4569888032521298,-486.0,88,0.07413647851727043,0.875,0.125,0.0,0.6500683236423724,-449.5,129,0.10867733782645324,0.8062015503875969,0.1937984496124031,0.0,0.3830389531864928,-396.0,693,0.5838247683235046,0.3722943722943723,0.6277056277056277,0.0,0.9903705868164242,0,1
Q6NUV0,NON_AFP,969,-0.0412796697626419,42.827657378740966,19.09184726522188,27.038183694530442,5.572755417956656,6.398348813209494,0,0.0,type3,0.8522727272727273,-386.0,0.09081527347781218,type4,0.751937984496124,0.10033474277660326,-325.0,213,0.21981424148606812,0.5915492957746479,0.4084507042253521,0.0,0.3499725778561452,-331.0,177,0.1826625386996904,0.6892655367231638,0.3107344632768362,0.0,0.45085308351486575,-386.0,88,0.09081527347781218,0.8522727272727273,0.14772727272727273,0.0,0.6500683236423724,-339.0,129,0.13312693498452013,0.751937984496124,0.24806201550387597,0.0,0.3830389531864928,-398.0,629,0.6491228070175439,0.3481717011128776,0.6518282988871225,0.0,0.992440560409915,0,1
Q6NUX0,NON_AFP,558,-0.03763440860215054,39.784946236559136,22.759856630824373,19.53405017921147,7.706093189964158,5.913978494623656,0,0.0,type3,0.7951807228915663,-186.5,0.14874551971326164,type4,0.608,0.1871807228915663,-200.5,186,0.3333333333333333,0.46236559139784944,0.5376344086021505,0.0,0.30088971340448667,-152.5,178,0.31899641577060933,0.5674157303370787,0.43258426966292135,0.0,0.4539381785512991,-186.5,83,0.14874551971326164,0.7951807228915663,0.20481927710843373,0.0,0.6289881021750454,-174.0,125,0.22401433691756273,0.608,0.392,0.0,0.38598893303333226,-371.0,431,0.7724014336917563,0.33410672853828305,0.665893271461717,0.0,0.9845169760180558,0,1
Q6NV12,NON_AFP,652,-0.015337423312883436,51.84049079754601,19.018404907975462,15.950920245398773,9.355828220858896,4.601226993865031,0,0.0,type3,0.7931034482758621,-233.5,0.1334355828220859,type2,0.6647058823529411,0.12839756592292095,-205.5,217,0.3328220858895706,0.48847926267281105,0.511520737327189,0.0,0.34066833549545905,-181.5,170,0.2607361963190184,0.6647058823529411,0.3352941176470588,0.0,0.4620934310840865,-233.5,87,0.1334355828220859,0.7931034482758621,0.20689655172413793,0.0,0.646046120465848,-215.0,127,0.19478527607361965,0.6614173228346457,0.33858267716535434,0.0,0.3805537070481264,-304.0,545,0.8358895705521472,0.3247706422018349,0.6752293577981652,0.0,0.9912754357758469,0,1
Q6NV18,NON_AFP,309,-0.019417475728155338,42.71844660194174,26.537216828478964,22.653721682847898,4.207119741100324,4.207119741100324,0,0.0,type4,0.6388888888888888,-67.5,0.34951456310679613,type3,0.627906976744186,0.010981912144702788,-88.0,174,0.5631067961165048,0.43103448275862066,0.5689655172413793,0.0,0.3310116171286956,-85.0,152,0.4919093851132686,0.4934210526315789,0.506578947368421,0.0,0.4588081685844711,-83.0,86,0.2783171521035599,0.627906976744186,0.37209302325581395,0.0,0.641930377680567,-67.5,108,0.34951456310679613,0.6388888888888888,0.3611111111111111,0.0,0.40214421268251327,-314.0,290,0.9385113268608414,0.3620689655172414,0.6379310344827587,0.0,0.9968334626411913,0,1
Q6NV24,NON_AFP,201,0.004975124378109453,43.28358208955223,17.91044776119403,24.378109452736318,10.945273631840797,2.9850746268656714,0,0.0,type4,0.5686274509803921,-36.0,0.5074626865671642,type2,0.5528455284552846,0.015781922525107572,-95.5,135,0.6716417910447762,0.3925925925925926,0.6074074074074074,0.0,0.3247123380982717,-44.5,123,0.6119402985074627,0.5528455284552846,0.44715447154471544,0.0,0.4267782855853908,-45.5,83,0.4129353233830846,0.5421686746987951,0.4578313253012048,0.0,0.6511157126341898,-36.0,102,0.5074626865671642,0.5686274509803921,0.43137254901960786,0.0,0.38978815326954386,-350.0,195,0.9701492537313433,0.36923076923076925,0.6307692307692307,0.0,0.9905815811891847,0,0
Q6NV31,NON_AFP,313,0.003194888178913738,42.81150159744409,22.683706070287542,22.683706070287542,7.348242811501597,3.5143769968051117,0,0.0,type3,0.6206896551724138,-95.5,0.2779552715654952,type4,0.5161290322580645,0.10456062291434931,-124.5,162,0.5175718849840255,0.4012345679012346,0.5987654320987654,0.0,0.395935720298494,-76.5,148,0.4728434504792332,0.49324324324324326,0.5067567567567568,0.0,0.45659076549289584,-95.5,87,0.2779552715654952,0.6206896551724138,0.3793103448275862,0.0,0.646046120465848,-81.5,124,0.3961661341853035,0.5161290322580645,0.4838709677419355,0.0,0.3803783263162986,-355.0,298,0.952076677316294,0.3221476510067114,0.6778523489932886,0.0,0.9969184703555218,0,1
Q6NV34,NON_AFP,300,0.0033333333333333335,45.0,22.666666666666664,19.0,9.333333333333334,3.3333333333333335,0,0.0,type3,0.6162790697674418,-80.0,0.2866666666666667,type4,0.5727272727272728,0.043551797040169093,-83.5,192,0.64,0.375,0.625,0.0,0.36050171745323817,-74.5,165,0.55,0.4666666666666667,0.5333333333333333,0.0,0.43973262596542245,-80.0,86,0.2866666666666667,0.6162790697674418,0.38372093023255816,0.0,0.6526082362160844,-87.0,110,0.36666666666666664,0.5727272727272728,0.42727272727272725,0.0,0.3523490148499407,-291.5,290,0.9666666666666667,0.4,0.6,0.0,0.9968334626411913,0,1
Q6NVJ5,NON_AFP,1577,0.0063411540900443885,46.60748256182625,22.130627774254915,19.530754597336717,6.911857958148383,6.721623335447051,0,0.0,type3,0.9772727272727273,-663.0,0.05580215599239061,type4,0.859375,0.11789772727272729,-567.5,215,0.13633481293595434,0.7674418604651163,0.23255813953488372,0.0,0.3484885060582075,-579.5,181,0.11477488902980343,0.7790055248618785,0.22099447513812154,0.0,0.45239060744793785,-663.0,88,0.05580215599239061,0.9772727272727273,0.022727272727272728,0.0,0.6500683236423724,-629.5,128,0.08116677235256817,0.859375,0.140625,0.0,0.38539313121181284,-493.5,754,0.47812301838934684,0.41909814323607425,0.5809018567639257,0.0,0.9923675232066798,0,1
Q6NW95,NON_AFP,296,0.0,45.608108108108105,20.27027027027027,22.2972972972973,2.364864864864865,5.0675675675675675,0,0.0,type3,0.6506024096385542,-87.0,0.28040540540540543,type2,0.5347222222222222,0.11588018741633199,-117.5,174,0.5878378378378378,0.3620689655172414,0.6379310344827587,0.0,0.3164571675935708,-75.5,144,0.4864864864864865,0.5347222222222222,0.4652777777777778,0.0,0.44206345457565344,-87.0,83,0.28040540540540543,0.6506024096385542,0.3493975903614458,0.0,0.6289881021750454,-83.5,111,0.375,0.5315315315315315,0.46846846846846846,0.0,0.3866828825710315,-354.0,264,0.8918918918918919,0.35984848484848486,0.6401515151515151,0.0,0.9892553345904962,0,1
Q6NWA8,NON_AFP,332,-0.0030120481927710845,48.493975903614455,18.67469879518072,23.19277108433735,3.614457831325301,6.626506024096386,0,0.0,type3,0.6753246753246753,-96.0,0.2319277108433735,type2,0.5815602836879432,0.09376439163673211,-102.5,189,0.5692771084337349,0.3915343915343915,0.6084656084656085,0.0,0.34861341734634294,-78.5,141,0.4246987951807229,0.5815602836879432,0.41843971631205673,0.0,0.4432179370709438,-96.0,77,0.2319277108433735,0.6753246753246753,0.3246753246753247,0.0,0.6846206166864378,-80.5,123,0.3704819277108434,0.5609756097560976,0.43902439024390244,0.0,0.38280657152256514,-304.5,312,0.9397590361445783,0.3685897435897436,0.6314102564102564,0.0,0.9847599759546043,0,1
Q6NWB6,NON_AFP,135,-0.044444444444444446,37.03703703703704,20.74074074074074,37.03703703703704,2.2222222222222223,2.9629629629629632,0,0.0,type4,0.5487804878048781,-39.0,0.6074074074074074,type3,0.5217391304347826,0.027041357370095498,-80.5,104,0.7703703703703704,0.41346153846153844,0.5865384615384616,0.0,0.3369533078810961,-47.5,105,0.7777777777777778,0.47619047619047616,0.5238095238095238,0.0,0.4239359917681614,-29.0,69,0.5111111111111111,0.5217391304347826,0.4782608695652174,0.0,0.593636231633221,-39.0,82,0.6074074074074074,0.5487804878048781,0.45121951219512196,0.0,0.388532265952352,-362.0,135,1.0,0.37037037037037035,0.6296296296296297,0.0,1.0,0,0
Q6NWE1,NON_AFP,490,-0.0020408163265306124,35.91836734693877,23.06122448979592,28.775510204081634,6.326530612244897,7.551020408163265,0,0.0,type3,0.7590361445783133,-164.5,0.16938775510204082,type4,0.6440677966101694,0.11496834796814381,-192.0,205,0.41836734693877553,0.36585365853658536,0.6341463414634146,0.0,0.34914169335847123,-133.5,170,0.3469387755102041,0.5588235294117647,0.4411764705882353,0.0,0.4606515928615187,-164.5,83,0.16938775510204082,0.7590361445783133,0.24096385542168675,0.0,0.662179517863762,-152.0,118,0.24081632653061225,0.6440677966101694,0.3559322033898305,0.0,0.3820780364175891,-382.0,386,0.7877551020408163,0.3290155440414508,0.6709844559585493,0.0,0.9928629857456905,0,1
Q6NWG1,NON_AFP,314,0.041401273885350316,40.76433121019109,19.10828025477707,33.43949044585987,2.547770700636943,3.1847133757961785,0,0.0,type3,0.5476190476190477,-103.5,0.267515923566879,type2,0.49230769230769234,0.05531135531135534,-123.5,190,0.6050955414012739,0.3368421052631579,0.6631578947368421,0.0,0.34902100756120596,-101.0,130,0.4140127388535032,0.49230769230769234,0.5076923076923077,0.0,0.48275685871918056,-103.5,84,0.267515923566879,0.5476190476190477,0.4523809523809524,0.0,0.6552690970075923,-92.5,124,0.39490445859872614,0.49193548387096775,0.5080645161290323,0.0,0.35816149162143196,-360.0,265,0.8439490445859873,0.35471698113207545,0.6452830188679245,0.0,1.0,0,1
Q6NWI4,NON_AFP,119,0.008403361344537815,39.49579831932773,20.168067226890756,22.689075630252102,6.722689075630252,0.8403361344537815,0,0.0,type3,0.4927536231884058,-31.5,0.5798319327731093,type2,0.4583333333333333,0.034420289855072506,-96.5,98,0.8235294117647058,0.3469387755102041,0.6530612244897959,0.0,0.37184432383419674,-54.5,96,0.8067226890756303,0.4583333333333333,0.5416666666666666,0.0,0.4768535587723683,-31.5,69,0.5798319327731093,0.4927536231884058,0.5072463768115942,0.0,0.6480548910848654,-40.0,84,0.7058823529411765,0.4523809523809524,0.5476190476190477,0.0,0.37126741037946315,-370.5,109,0.9159663865546218,0.41284403669724773,0.5871559633027523,0.0,1.0,0,0
Q6NWJ4,NON_AFP,618,-0.0016181229773462784,38.18770226537217,20.388349514563107,36.407766990291265,2.5889967637540456,2.750809061488673,0,0.0,type3,0.7411764705882353,-222.5,0.13754045307443366,type4,0.6692913385826772,0.07188513200555813,-167.5,208,0.3365695792880259,0.5384615384615384,0.46153846153846156,0.0,0.33499959761864456,-193.0,174,0.2815533980582524,0.5632183908045977,0.4367816091954023,0.0,0.4533488502763032,-222.5,85,0.13754045307443366,0.7411764705882353,0.25882352941176473,0.0,0.6593247546898559,-199.5,127,0.20550161812297735,0.6692913385826772,0.33070866141732286,0.0,0.37332303118942955,-339.5,524,0.8478964401294499,0.2958015267175573,0.7041984732824428,0.0,0.9961832061068703,0,1
Q6NWL4,NON_AFP,298,0.006711409395973154,47.98657718120805,23.825503355704697,20.13422818791946,3.3557046979865772,4.697986577181208,0,0.0,type3,0.6585365853658537,-85.0,0.2751677852348993,type2,0.5524475524475524,0.1060890329183013,-108.0,169,0.5671140939597316,0.39644970414201186,0.6035502958579881,0.0,0.34734185374670323,-75.0,143,0.4798657718120805,0.5524475524475524,0.44755244755244755,0.0,0.4719841197692523,-85.0,82,0.2751677852348993,0.6585365853658537,0.34146341463414637,0.0,0.6244635668357167,-68.0,121,0.40604026845637586,0.5371900826446281,0.4628099173553719,0.0,0.3808694900601282,-311.5,286,0.959731543624161,0.38461538461538464,0.6153846153846154,0.0,0.9833745192232047,0,1
Q6NWZ9,NON_AFP,201,-0.03980099502487562,36.318407960199,28.35820895522388,22.885572139303484,5.472636815920398,3.9800995024875623,0,0.0,type3,0.5675675675675675,-60.5,0.3681592039800995,type4,0.5045045045045045,0.06306306306306309,-119.5,137,0.681592039800995,0.35036496350364965,0.6496350364963503,0.0,0.2971991215469184,-67.0,119,0.5920398009950248,0.4957983193277311,0.5042016806722689,0.0,0.4826182770563986,-60.5,74,0.3681592039800995,0.5675675675675675,0.43243243243243246,0.0,0.6583214524980502,-54.0,111,0.5522388059701493,0.5045045045045045,0.4954954954954955,0.0,0.3769377999949458,-380.0,196,0.9751243781094527,0.32653061224489793,0.673469387755102,0.0,1.0,0,1
Q6NX08,NON_AFP,422,-0.035545023696682464,41.46919431279621,21.563981042654028,25.829383886255926,5.450236966824645,3.080568720379147,0,0.0,type3,0.6744186046511628,-135.0,0.2037914691943128,type4,0.5655737704918032,0.10884483415935953,-137.0,187,0.4431279620853081,0.44385026737967914,0.5561497326203209,0.0,0.3507839793676372,-113.0,167,0.3957345971563981,0.5209580838323353,0.47904191616766467,0.0,0.4229795655703007,-135.0,86,0.2037914691943128,0.6744186046511628,0.32558139534883723,0.0,0.6526082362160844,-128.5,122,0.2890995260663507,0.5655737704918032,0.4344262295081967,0.0,0.37908702155054536,-351.0,383,0.9075829383886256,0.30548302872062666,0.6945169712793734,0.0,0.9849741840674583,0,1
Q6NX89,NON_AFP,155,-0.03870967741935484,43.225806451612904,16.7741935483871,27.09677419354839,8.38709677419355,4.516129032258064,0,0.0,type4,0.5903614457831325,-41.5,0.535483870967742,type3,0.5135135135135135,0.07684793226961906,-89.0,122,0.7870967741935484,0.3524590163934426,0.6475409836065574,0.0,0.4144661566250219,-48.5,117,0.7548387096774194,0.46153846153846156,0.5384615384615384,0.0,0.47377414504026866,-36.0,74,0.4774193548387097,0.5135135135135135,0.4864864864864865,0.0,0.6966537723373607,-41.5,83,0.535483870967742,0.5903614457831325,0.40963855421686746,0.0,0.36172354385522754,-357.0,141,0.9096774193548387,0.41843971631205673,0.5815602836879432,0.0,1.0,0,0
Q6NXA4,NON_AFP,833,0.02040816326530612,39.49579831932773,23.169267707082835,23.169267707082835,11.28451380552221,7.44297719087635,0,0.0,type3,0.8181818181818182,-316.5,0.1056422569027611,type4,0.728,0.09018181818181825,-287.0,216,0.25930372148859543,0.5,0.5,0.0,0.3458394462326108,-278.0,182,0.2184873949579832,0.6098901098901099,0.3901098901098901,0.0,0.4503538687583641,-316.5,88,0.1056422569027611,0.8181818181818182,0.18181818181818182,0.0,0.6500683236423724,-299.5,125,0.15006002400960383,0.728,0.272,0.0,0.3853352997057682,-400.5,561,0.673469387755102,0.3315508021390374,0.6684491978609626,0.0,1.0,0,1
Q6NXA9,NON_AFP,294,-0.027210884353741496,37.41496598639456,19.047619047619047,36.054421768707485,6.122448979591836,6.802721088435375,0,0.0,type3,0.6097560975609756,-87.5,0.2789115646258503,type4,0.5431034482758621,0.0666526492851135,-116.5,190,0.6462585034013606,0.33157894736842103,0.6684210526315789,0.0,0.31569773205734103,-77.5,159,0.5408163265306123,0.44654088050314467,0.5534591194968553,0.0,0.4484954137513093,-87.5,82,0.2789115646258503,0.6097560975609756,0.3902439024390244,0.0,0.6244635668357167,-75.0,116,0.3945578231292517,0.5431034482758621,0.45689655172413796,0.0,0.37934055285629315,-354.5,278,0.9455782312925171,0.3273381294964029,0.6726618705035972,0.0,0.9900903327260308,0,1
Q6NXD2,NON_AFP,214,0.014018691588785047,35.51401869158878,26.635514018691588,33.177570093457945,3.7383177570093453,1.4018691588785046,0,0.0,type3,0.5844155844155844,-55.0,0.3598130841121495,type4,0.5742574257425742,0.010158158673010176,-75.0,144,0.6728971962616822,0.4305555555555556,0.5694444444444444,0.0,0.37784780124326744,-58.5,128,0.5981308411214953,0.5,0.5,0.0,0.41600481741536355,-55.0,77,0.3598130841121495,0.5844155844155844,0.4155844155844156,0.0,0.6358558439310681,-50.0,101,0.4719626168224299,0.5742574257425742,0.42574257425742573,0.0,0.3912205855015539,-350.5,210,0.9813084112149533,0.3333333333333333,0.6666666666666666,0.0,1.0,0,1
Q6NXD8,NON_AFP,1311,-0.014492753623188406,43.554538520213576,22.578184591914567,22.95957284515637,6.025934401220442,5.110602593440122,0,0.0,type3,0.875,-539.0,0.06712433257055683,type4,0.8372093023255814,0.03779069767441856,-496.0,214,0.16323417238749047,0.6261682242990654,0.37383177570093457,0.0,0.34747317642260295,-475.0,182,0.13882532418001525,0.7527472527472527,0.24725274725274726,0.0,0.4503538687583641,-539.0,88,0.06712433257055683,0.875,0.125,0.0,0.6500683236423724,-493.5,129,0.09839816933638444,0.8372093023255814,0.16279069767441862,0.0,0.3830389531864928,-504.5,710,0.5415713196033562,0.34225352112676055,0.6577464788732394,0.0,0.9906011502306789,0,1
Q6NY52,NON_AFP,684,-0.0029239766081871343,40.643274853801174,22.36842105263158,27.485380116959064,4.824561403508771,4.385964912280701,0,0.0,type3,0.8181818181818182,-245.0,0.1286549707602339,type4,0.7142857142857143,0.10389610389610393,-247.0,206,0.30116959064327486,0.4563106796116505,0.5436893203883495,0.0,0.31296758982910244,-218.5,176,0.2573099415204678,0.5625,0.4375,0.0,0.4524862923309103,-245.0,88,0.1286549707602339,0.8181818181818182,0.18181818181818182,0.0,0.6500683236423724,-226.5,126,0.18421052631578946,0.7142857142857143,0.2857142857142857,0.0,0.36834940445283776,-389.0,529,0.7733918128654971,0.3005671077504726,0.6994328922495274,0.0,0.9892756458672627,0,1
Q6NY64,NON_AFP,447,-0.017897091722595078,40.939597315436245,21.92393736017897,28.187919463087248,4.026845637583892,3.3557046979865772,0,0.0,type3,0.6551724137931034,-147.5,0.19463087248322147,type4,0.6178861788617886,0.03728623493131478,-157.0,196,0.43847874720357943,0.39285714285714285,0.6071428571428571,0.0,0.34112205420851155,-131.5,174,0.38926174496644295,0.5,0.5,0.0,0.4409154690585387,-147.5,87,0.19463087248322147,0.6551724137931034,0.3448275862068966,0.0,0.646046120465848,-135.0,123,0.2751677852348993,0.6178861788617886,0.3821138211382114,0.0,0.36853919345619546,-366.5,380,0.8501118568232662,0.3105263157894737,0.6894736842105263,0.0,0.997583432015646,0,1
Q6NY77,NON_AFP,324,0.021604938271604937,47.53086419753087,18.82716049382716,20.679012345679013,8.641975308641975,4.938271604938271,0,0.0,type3,0.632183908045977,-93.5,0.26851851851851855,type4,0.5794392523364486,0.052744655709528465,-109.0,182,0.5617283950617284,0.3901098901098901,0.6098901098901099,0.0,0.3074212123472762,-83.5,144,0.4444444444444444,0.5347222222222222,0.4652777777777778,0.0,0.42987673581062935,-93.5,87,0.26851851851851855,0.632183908045977,0.367816091954023,0.0,0.6566012449952099,-88.5,107,0.33024691358024694,0.5794392523364486,0.4205607476635514,0.0,0.40742975048226593,-327.5,301,0.9290123456790124,0.3554817275747508,0.6445182724252492,0.0,0.9872538482787077,0,1
Q6NY89,NON_AFP,640,-0.0234375,37.96875,20.9375,30.46875,6.406249999999999,5.15625,0,0.0,type3,0.7471264367816092,-235.0,0.1359375,type4,0.712,0.035126436781609205,-231.0,201,0.3140625,0.46766169154228854,0.5323383084577115,0.0,0.31762848077895073,-198.0,173,0.2703125,0.5780346820809249,0.42196531791907516,0.0,0.4429918349724868,-235.0,87,0.1359375,0.7471264367816092,0.25287356321839083,0.0,0.646046120465848,-206.0,125,0.1953125,0.712,0.288,0.0,0.3786425663608963,-376.0,475,0.7421875,0.32210526315789473,0.6778947368421052,0.0,0.9920949736796559,0,1
Q6NYD1,NON_AFP,80,0.0625,47.5,16.25,11.25,21.25,2.5,0,0.0,type2,0.582089552238806,-57.5,0.8375,type4,0.49206349206349204,0.09002606017531395,-87.5,76,0.95,0.3815789473684211,0.618421052631579,0.0,0.3084405370702356,-57.5,67,0.8375,0.582089552238806,0.417910447761194,0.0,0.4496165420087055,-30.0,61,0.7625,0.3770491803278688,0.6229508196721312,0.0,0.5704506828000201,-37.0,63,0.7875,0.49206349206349204,0.5079365079365079,0.0,0.32591792292556865,-387.0,80,1.0,0.3125,0.6875,0.0,1.0,0,0
Q6NYD4,NON_AFP,303,-0.04950495049504951,33.663366336633665,19.801980198019802,41.254125412541256,2.6402640264026402,2.6402640264026402,0,0.0,type3,0.6329113924050633,-96.5,0.2607260726072607,type4,0.5087719298245614,0.1241394625805019,-130.0,159,0.5247524752475248,0.37735849056603776,0.6226415094339622,0.0,0.36825675864376706,-92.5,153,0.504950495049505,0.46405228758169936,0.5359477124183006,0.0,0.4383376358733441,-96.5,79,0.2607260726072607,0.6329113924050633,0.3670886075949367,0.0,0.6102026896269466,-91.5,114,0.37623762376237624,0.5087719298245614,0.49122807017543857,0.0,0.392617470469241,-374.0,284,0.9372937293729373,0.2852112676056338,0.7147887323943662,0.0,0.9797363116121005,0,1
Q6NYE4,NON_AFP,446,-0.02242152466367713,56.27802690582959,19.506726457399104,15.246636771300448,4.932735426008969,5.605381165919283,0,0.0,type3,0.7228915662650602,-142.5,0.1860986547085202,type4,0.6031746031746031,0.1197169630904571,-171.5,208,0.4663677130044843,0.34615384615384615,0.6538461538461539,0.0,0.3516231014893955,-114.5,164,0.36771300448430494,0.573170731707317,0.4268292682926829,0.0,0.4526162598811748,-142.5,83,0.1860986547085202,0.7228915662650602,0.27710843373493976,0.0,0.6410362949461298,-127.0,126,0.2825112107623318,0.6031746031746031,0.3968253968253968,0.0,0.3756374666278734,-333.0,373,0.8363228699551569,0.3485254691689008,0.6514745308310992,0.0,0.9897142314527909,0,1
