sequence_id,label,reviewed,afp_type,medoid_type1_id,medoid_type2_id,medoid_type3_id,medoid_type4_id,medoid_afgp_id,medoid_type1_score,medoid_type1_identity,medoid_type1_coverage,medoid_type1_gap_rate,medoid_type2_score,medoid_type2_identity,medoid_type2_coverage,medoid_type2_gap_rate,medoid_type3_score,medoid_type3_identity,medoid_type3_coverage,medoid_type3_gap_rate,medoid_type4_score,medoid_type4_identity,medoid_type4_coverage,medoid_type4_gap_rate,medoid_afgp_score,medoid_afgp_identity,medoid_afgp_coverage,medoid_afgp_gap_rate,medoid_top1_type,medoid_top1_identity,medoid_delta_top1_top2_ident,medoid_top1_type_by_score,medoid_delta_top1_top2_score
Q00IB7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-600.0,0.967032967032967,0.06350314026517795,0.0,-543.0,0.8176100628930818,0.11095603628750872,0.0,-631.5,0.953125,0.044661549197487785,0.0,-564.0,0.8373983739837398,0.08583391486392185,0.0,-517.5,0.3748271092669433,0.5045359385903698,0.0,type1,0.967032967032967,0.013907967032967039,afgp,25.5
Q01703,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-89.0,0.45555555555555555,0.32967032967032966,0.0,-81.5,0.4411764705882353,0.4981684981684982,0.0,-93.5,0.6727272727272727,0.20146520146520147,0.0,-69.5,0.5688073394495413,0.3992673992673993,0.0,-321.5,0.40551181102362205,0.9304029304029304,0.0,type3,0.6727272727272727,0.10391993327773141,type4,12.0
Q01704,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-77.5,0.4367816091954023,0.38495575221238937,0.0,-74.5,0.448,0.5530973451327433,0.0,-71.5,0.6065573770491803,0.26991150442477874,0.0,-61.0,0.5045871559633027,0.4823008849557522,0.0,-338.5,0.4142857142857143,0.9292035398230089,0.0,type3,0.6065573770491803,0.10197022108587761,type4,10.5
Q03357,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-87.0,0.4606741573033708,0.3463035019455253,0.0,-67.5,0.4927536231884058,0.5369649805447471,0.0,-91.5,0.5483870967741935,0.24124513618677043,0.0,-66.0,0.5454545454545454,0.4280155642023346,0.0,-337.5,0.38114754098360654,0.9494163424124513,0.0,type3,0.5483870967741935,0.0029325513196480912,type4,1.5
Q04475,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-48.0,0.2804878048780488,0.7068965517241379,0.0,-46.5,0.4479166666666667,0.8275862068965517,0.0,-27.0,0.6956521739130435,0.39655172413793105,0.0,-31.5,0.5128205128205128,0.6724137931034483,0.0,-354.0,0.40869565217391307,0.9913793103448276,0.0,type3,0.6956521739130435,0.18283166109253068,type3,4.5
Q04896,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-78.5,0.4090909090909091,0.38095238095238093,0.0,-75.5,0.48333333333333334,0.5194805194805194,0.0,-80.0,0.5161290322580645,0.2683982683982684,0.0,-62.0,0.5145631067961165,0.4458874458874459,0.0,-363.5,0.3288888888888889,0.974025974025974,0.0,type3,0.5161290322580645,0.0015659254619480034,type4,13.5
Q05AK5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-163.5,0.6555555555555556,0.1939655172413793,0.0,-115.5,0.6275862068965518,0.3125,0.0,-169.5,0.7301587301587301,0.13577586206896552,0.0,-136.5,0.6178861788617886,0.2650862068965517,0.0,-358.5,0.2997601918465228,0.8987068965517241,0.0,type3,0.7301587301587301,0.07460317460317456,type2,21.0
Q05AL2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-171.5,0.7222222222222222,0.1744186046511628,0.0,-143.0,0.5947712418300654,0.29651162790697677,0.0,-198.5,0.6935483870967742,0.12015503875968993,0.0,-150.5,0.6864406779661016,0.22868217054263565,0.0,-317.0,0.3418013856812933,0.8391472868217055,0.0,type1,0.7222222222222222,0.028673835125447966,type2,7.5
Q05AM5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-315.0,0.8181818181818182,0.1071863580998782,0.0,-276.0,0.6625,0.19488428745432398,0.0,-339.0,0.859375,0.0779537149817296,0.0,-279.0,0.7560975609756098,0.14981729598051158,0.0,-379.5,0.329246935201401,0.6954933008526187,0.0,type3,0.859375,0.04119318181818177,type2,3.0
Q06176,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-122.5,0.4725274725274725,0.27245508982035926,0.0,-77.5,0.5172413793103449,0.4341317365269461,0.0,-107.5,0.6875,0.19161676646706588,0.0,-88.0,0.5964912280701754,0.3413173652694611,0.0,-359.5,0.33003300330033003,0.907185628742515,0.0,type3,0.6875,0.0910087719298246,type2,10.5
Q07427,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-156.5,0.5714285714285714,0.20919540229885059,0.0,-119.0,0.60431654676259,0.3195402298850575,0.0,-156.5,0.71875,0.1471264367816092,0.0,-117.5,0.6416666666666667,0.27586206896551724,0.0,-354.5,0.30612244897959184,0.9011494252873563,0.0,type3,0.71875,0.07708333333333328,type4,1.5
Q07662,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-61.5,0.484375,0.4129032258064516,0.0,-49.5,0.4716981132075472,0.6838709677419355,0.0,-54.0,0.5272727272727272,0.3548387096774194,0.0,-46.5,0.3904761904761905,0.6774193548387096,0.0,-375.0,0.38345864661654133,0.8580645161290322,0.0,type3,0.5272727272727272,0.042897727272727226,type4,3.0
Q07663,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-64.0,0.358974358974359,0.4968152866242038,0.0,-46.0,0.47706422018348627,0.6942675159235668,0.0,-47.5,0.6153846153846154,0.33121019108280253,0.0,-56.5,0.47674418604651164,0.5477707006369427,0.0,-380.5,0.3223684210526316,0.9681528662420382,0.0,type3,0.6153846153846154,0.13832039520112915,type2,1.5
Q08BB1,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-277.0,0.7692307692307693,0.1221476510067114,0.0,-247.0,0.6455696202531646,0.21208053691275167,0.0,-298.0,0.859375,0.08590604026845637,0.0,-247.0,0.717741935483871,0.16644295302013423,0.0,-373.0,0.3290203327171904,0.7261744966442953,0.0,type3,0.859375,0.09014423076923073,type2,0.0
Q08BB3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-184.5,0.5274725274725275,0.1887966804979253,0.0,-151.5,0.5405405405405406,0.3070539419087137,0.0,-177.0,0.7741935483870968,0.12863070539419086,0.0,-168.0,0.576271186440678,0.24481327800829875,0.0,-384.0,0.3025,0.8298755186721992,0.0,type3,0.7741935483870968,0.19792236194641877,type2,16.5
Q08BC6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-194.0,0.7362637362637363,0.1579861111111111,0.0,-171.5,0.6158940397350994,0.2621527777777778,0.0,-224.0,0.8253968253968254,0.109375,0.0,-186.5,0.6611570247933884,0.21006944444444445,0.0,-335.0,0.3163265306122449,0.8506944444444444,0.0,type3,0.8253968253968254,0.08913308913308904,type2,15.0
Q08BM0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-106.0,0.55,0.25806451612903225,0.0,-91.0,0.475177304964539,0.45483870967741935,0.0,-109.0,0.609375,0.2064516129032258,0.0,-85.0,0.512396694214876,0.3903225806451613,0.0,-349.0,0.35,0.9032258064516129,0.0,type3,0.609375,0.059374999999999956,type4,6.0
Q08BU8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-97.5,0.4044943820224719,0.3588709677419355,0.0,-67.5,0.4444444444444444,0.5806451612903226,0.0,-82.5,0.5862068965517241,0.23387096774193547,0.0,-70.5,0.48148148148148145,0.43548387096774194,0.0,-348.0,0.3389121338912134,0.9637096774193549,0.0,type3,0.5862068965517241,0.10472541507024263,type2,3.0
Q08BV2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-117.0,0.5058823529411764,0.2607361963190184,0.0,-90.0,0.5422535211267606,0.43558282208588955,0.0,-115.5,0.7096774193548387,0.1901840490797546,0.0,-91.5,0.5963302752293578,0.3343558282208589,0.0,-330.0,0.36212624584717606,0.9233128834355828,0.0,type3,0.7096774193548387,0.11334714412548097,type2,1.5
Q08BY5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-153.0,0.5274725274725275,0.2156398104265403,0.0,-121.5,0.5419354838709678,0.36729857819905215,0.0,-151.5,0.6984126984126984,0.14928909952606634,0.0,-130.5,0.6460176991150443,0.2677725118483412,0.0,-358.5,0.3215258855585831,0.8696682464454977,0.0,type3,0.6984126984126984,0.05239499929765412,type2,9.0
Q08C57,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-68.0,0.4,0.4358974358974359,0.0,-57.5,0.5588235294117647,0.5230769230769231,0.0,-66.5,0.5932203389830508,0.30256410256410254,0.0,-60.5,0.46534653465346537,0.517948717948718,0.0,-350.0,0.372972972972973,0.9487179487179487,0.0,type3,0.5932203389830508,0.0343968095712861,type2,3.0
Q08C72,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-412.0,0.7415730337078652,0.09035532994923857,0.0,-371.5,0.61875,0.16243654822335024,0.0,-424.0,0.84375,0.0649746192893401,0.0,-370.0,0.7317073170731707,0.12487309644670051,0.0,-494.5,0.2956810631229236,0.6111675126903553,0.0,type3,0.84375,0.1021769662921348,type4,1.5
Q08C75,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-168.5,0.7582417582417582,0.17738791423001948,0.0,-150.5,0.5960264900662252,0.29434697855750486,0.0,-186.5,0.859375,0.12475633528265107,0.0,-155.0,0.6724137931034483,0.22612085769980506,0.0,-287.0,0.36179775280898874,0.8674463937621832,0.0,type3,0.859375,0.10113324175824179,type2,4.5
Q08C76,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-134.5,0.5172413793103449,0.2409972299168975,0.0,-107.5,0.5035460992907801,0.39058171745152354,0.0,-124.0,0.6825396825396826,0.1745152354570637,0.0,-113.5,0.5350877192982456,0.3157894736842105,0.0,-334.0,0.32456140350877194,0.9473684210526315,0.0,type3,0.6825396825396826,0.14745196324143695,type2,6.0
Q08C92,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-280.0,0.7333333333333333,0.1232876712328767,0.0,-238.0,0.6540880503144654,0.21780821917808219,0.0,-292.0,0.84375,0.08767123287671233,0.0,-238.0,0.7833333333333333,0.1643835616438356,0.0,-401.5,0.3048327137546468,0.736986301369863,0.0,type3,0.84375,0.060416666666666674,type2,0.0
Q08C99,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-262.5,0.7159090909090909,0.12998522895125553,0.0,-223.5,0.58125,0.2363367799113737,0.0,-261.0,0.828125,0.09453471196454949,0.0,-211.5,0.7154471544715447,0.18168389955686853,0.0,-373.5,0.3367768595041322,0.7149187592319055,0.0,type3,0.828125,0.11221590909090906,type4,12.0
Q08CB3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-56.0,0.3068181818181818,0.5751633986928104,0.0,-47.0,0.4716981132075472,0.6928104575163399,0.0,-47.0,0.5471698113207547,0.3464052287581699,0.0,-32.0,0.49473684210526314,0.6209150326797386,0.0,-332.0,0.4370860927152318,0.9869281045751634,0.0,type3,0.5471698113207547,0.052432969215491565,type4,15.0
Q08CH3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-169.5,0.6067415730337079,0.1943231441048035,0.0,-138.0,0.5570469798657718,0.32532751091703055,0.0,-171.0,0.734375,0.13973799126637554,0.0,-138.0,0.6697247706422018,0.23799126637554585,0.0,-349.5,0.3521505376344086,0.8122270742358079,0.0,type3,0.734375,0.06465022935779818,type2,0.0
Q08CK1,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-175.5,0.5925925925925926,0.17920353982300885,0.0,-139.5,0.5694444444444444,0.3185840707964602,0.0,-166.5,0.8166666666666667,0.13274336283185842,0.0,-130.5,0.6386554621848739,0.26327433628318586,0.0,-363.0,0.3489010989010989,0.8053097345132744,0.0,type3,0.8166666666666667,0.17801120448179275,type4,9.0
Q08CL3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-220.0,0.6777777777777778,0.1497504159733777,0.0,-181.0,0.6024844720496895,0.26788685524126454,0.0,-232.0,0.796875,0.1064891846921797,0.0,-193.0,0.6639344262295082,0.20299500831946754,0.0,-365.5,0.30327868852459017,0.8119800332778702,0.0,type3,0.796875,0.11909722222222219,type2,12.0
Q08CM4,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-285.5,0.8021978021978022,0.11802853437094682,0.0,-242.0,0.6583850931677019,0.20881971465629054,0.0,-305.0,0.859375,0.08300907911802853,0.0,-263.0,0.7213114754098361,0.1582360570687419,0.0,-257.0,0.39718804920913886,0.7380025940337225,0.0,type3,0.859375,0.057177197802197766,type2,15.0
Q0P3U3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-141.5,0.524390243902439,0.21693121693121692,0.0,-117.5,0.48344370860927155,0.3994708994708995,0.0,-143.0,0.65625,0.1693121693121693,0.0,-107.0,0.5689655172413793,0.30687830687830686,0.0,-357.5,0.34055727554179566,0.8544973544973545,0.0,type3,0.65625,0.08728448275862066,type4,10.5
Q0P3X8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-38.0,0.40625,0.6464646464646465,0.0,-38.0,0.5119047619047619,0.8484848484848485,0.0,-26.0,0.4716981132075472,0.5353535353535354,0.0,-30.5,0.5,0.7676767676767676,0.0,-369.5,0.3838383838383838,1.0,0.0,type2,0.5119047619047619,0.011904761904761862,type3,4.5
Q0P3Z2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-127.0,0.5113636363636364,0.2521489971346705,0.0,-97.0,0.5033112582781457,0.4326647564469914,0.0,-124.0,0.6885245901639344,0.17478510028653296,0.0,-100.0,0.5855855855855856,0.31805157593123207,0.0,-358.0,0.31076923076923074,0.9312320916905444,0.0,type3,0.6885245901639344,0.10293900457834881,type2,3.0
Q0P3Z8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-80.5,0.39285714285714285,0.3925233644859813,0.0,-47.5,0.47692307692307695,0.6074766355140186,0.0,-73.0,0.5932203389830508,0.2757009345794392,0.0,-62.5,0.5102040816326531,0.45794392523364486,0.0,-347.5,0.37142857142857144,0.9813084112149533,0.0,type3,0.5932203389830508,0.08301625735039775,type2,15.0
Q0P410,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-149.0,0.4725274725274725,0.23155216284987276,0.0,-122.0,0.5384615384615384,0.3638676844783715,0.0,-152.0,0.6451612903225806,0.15776081424936386,0.0,-125.0,0.5517241379310345,0.2951653944020356,0.0,-345.5,0.32670454545454547,0.8956743002544529,0.0,type3,0.6451612903225806,0.09343715239154615,type2,3.0
Q0P424,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-96.5,0.4875,0.30303030303030304,0.0,-72.5,0.603448275862069,0.4393939393939394,0.0,-93.5,0.6666666666666666,0.22727272727272727,0.0,-65.0,0.5961538461538461,0.3939393939393939,0.0,-344.0,0.3466135458167331,0.9507575757575758,0.0,type3,0.6666666666666666,0.06321839080459768,type4,7.5
Q0P426,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-65.5,0.4827586206896552,0.38495575221238937,0.0,-61.0,0.4357142857142857,0.6194690265486725,0.0,-76.0,0.546875,0.2831858407079646,0.0,-46.0,0.5263157894736842,0.504424778761062,0.0,-328.0,0.391705069124424,0.9601769911504425,0.0,type3,0.546875,0.02055921052631582,type4,15.0
Q0P436,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-28.5,0.42857142857142855,0.6542056074766355,0.0,-37.5,0.4942528735632184,0.8130841121495327,0.0,-31.5,0.45614035087719296,0.5327102803738317,0.0,-25.5,0.5,0.7289719626168224,0.0,-352.5,0.40186915887850466,1.0,0.0,type4,0.5,0.005747126436781602,type4,3.0
Q0P466,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-146.0,0.5555555555555556,0.22058823529411764,0.0,-111.5,0.5328947368421053,0.37254901960784315,0.0,-132.5,0.75,0.1568627450980392,0.0,-114.5,0.5785123966942148,0.2965686274509804,0.0,-350.0,0.3109919571045576,0.9142156862745098,0.0,type3,0.75,0.17148760330578516,type2,3.0
Q0P487,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-108.5,0.47191011235955055,0.28802588996763756,0.0,-80.0,0.556390977443609,0.43042071197411,0.0,-98.0,0.6825396825396826,0.20388349514563106,0.0,-87.5,0.49166666666666664,0.3883495145631068,0.0,-338.0,0.3669064748201439,0.8996763754045307,0.0,type3,0.6825396825396826,0.12614870509607357,type2,7.5
Q0P4A6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-98.0,0.5111111111111111,0.29411764705882354,0.0,-75.5,0.5419847328244275,0.42810457516339867,0.0,-111.5,0.546875,0.20915032679738563,0.0,-75.5,0.5470085470085471,0.38235294117647056,0.0,-359.0,0.33210332103321033,0.8856209150326797,0.0,type4,0.5470085470085471,0.00013354700854706358,type2,0.0
Q0P4D6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-125.0,0.5164835164835165,0.25068870523415976,0.0,-99.5,0.5379310344827586,0.39944903581267216,0.0,-125.0,0.7096774193548387,0.17079889807162535,0.0,-99.5,0.6017699115044248,0.31129476584022037,0.0,-348.5,0.345679012345679,0.8925619834710744,0.0,type3,0.7096774193548387,0.10790750785041392,type2,0.0
Q0P4F7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-231.5,0.6853932584269663,0.14686468646864687,0.0,-180.5,0.6012658227848101,0.2607260726072607,0.0,-237.5,0.78125,0.10561056105610561,0.0,-200.0,0.6422764227642277,0.20297029702970298,0.0,-342.5,0.3111545988258317,0.8432343234323433,0.0,type3,0.78125,0.0958567415730337,type2,19.5
Q0VFV6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-64.0,0.3977272727272727,0.4631578947368421,0.0,-68.5,0.4146341463414634,0.6473684210526316,0.0,-64.0,0.4915254237288136,0.3105263157894737,0.0,-56.5,0.5476190476190477,0.4421052631578947,0.0,-383.5,0.28901734104046245,0.9105263157894737,0.0,type4,0.5476190476190477,0.05609362389023409,type4,7.5
Q0VIL3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-129.0,0.5647058823529412,0.22911051212938005,0.0,-106.5,0.5067567567567568,0.39892183288409705,0.0,-130.5,0.6774193548387096,0.16711590296495957,0.0,-109.5,0.6396396396396397,0.2991913746630728,0.0,-355.5,0.3057142857142857,0.9433962264150944,0.0,type3,0.6774193548387096,0.037779715199069974,type2,3.0
Q0ZDF7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-49.0,0.4444444444444444,0.46285714285714286,0.0,-49.0,0.4818181818181818,0.6285714285714286,0.0,-56.5,0.543859649122807,0.32571428571428573,0.0,-43.0,0.5617977528089888,0.5085714285714286,0.0,-341.5,0.42168674698795183,0.9485714285714286,0.0,type4,0.5617977528089888,0.01793810368618176,type4,6.0
Q19KH7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-158.0,0.7159090909090909,0.17995910020449898,0.0,-135.5,0.5686274509803921,0.3128834355828221,0.0,-185.0,0.7580645161290323,0.12678936605316973,0.0,-152.0,0.65,0.24539877300613497,0.0,-314.0,0.33564814814814814,0.8834355828220859,0.0,type3,0.7580645161290323,0.04215542521994131,type2,16.5
Q1EG91,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-119.5,0.47191011235955055,0.26646706586826346,0.0,-83.5,0.5984848484848485,0.39520958083832336,0.0,-103.0,0.7627118644067796,0.17664670658682635,0.0,-94.0,0.5675675675675675,0.3323353293413174,0.0,-368.5,0.3102310231023102,0.907185628742515,0.0,type3,0.7627118644067796,0.16422701592193112,type2,10.5
Q1JPT7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-81.5,0.43529411764705883,0.37777777777777777,0.0,-77.0,0.4666666666666667,0.5333333333333333,0.0,-77.0,0.578125,0.28444444444444444,0.0,-59.0,0.4818181818181818,0.4888888888888889,0.0,-357.5,0.36492890995260663,0.9377777777777778,0.0,type3,0.578125,0.09630681818181819,type4,18.0
Q1JPW9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-30.5,0.4358974358974359,0.5909090909090909,0.0,-45.5,0.46938775510204084,0.7424242424242424,0.0,-42.5,0.375,0.48484848484848486,0.0,-45.5,0.40217391304347827,0.696969696969697,0.0,-342.5,0.42424242424242425,1.0,0.0,type2,0.46938775510204084,0.033490319204604935,type1,12.0
Q1JPX3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-183.0,0.5666666666666667,0.18108651911468812,0.0,-157.5,0.5827338129496403,0.2796780684104628,0.0,-186.0,0.71875,0.12877263581488935,0.0,-147.0,0.6528925619834711,0.24346076458752516,0.0,-361.5,0.31654676258992803,0.8390342052313883,0.0,type3,0.71875,0.06585743801652888,type4,10.5
Q1KKR9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-110.5,0.5955056179775281,0.24860335195530725,0.0,-101.5,0.5172413793103449,0.40502793296089384,0.0,-131.5,0.625,0.1787709497206704,0.0,-101.5,0.6330275229357798,0.30446927374301674,0.0,-304.0,0.3806646525679758,0.9245810055865922,0.0,type4,0.6330275229357798,0.008027522935779796,type2,0.0
Q1KKS3,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-351.5,0.8571428571428571,0.10077519379844961,0.0,-317.0,0.6583850931677019,0.17829457364341086,0.0,-374.0,0.859375,0.07087486157253599,0.0,-318.5,0.7723577235772358,0.1362126245847176,0.0,-401.0,0.33783783783783783,0.655592469545958,0.0,type3,0.859375,0.0022321428571429047,type2,1.5
Q1KKT4,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-105.5,0.5730337078651685,0.2557471264367816,0.0,-102.5,0.5214285714285715,0.40229885057471265,0.0,-125.0,0.6666666666666666,0.1810344827586207,0.0,-83.0,0.5528455284552846,0.35344827586206895,0.0,-311.0,0.36645962732919257,0.9252873563218391,0.0,type3,0.6666666666666666,0.09363295880149813,type4,19.5
Q1KKW7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-140.0,0.45454545454545453,0.24242424242424243,0.0,-111.5,0.44805194805194803,0.42424242424242425,0.0,-137.0,0.6290322580645161,0.17079889807162535,0.0,-104.0,0.5338983050847458,0.325068870523416,0.0,-386.0,0.2826747720364742,0.90633608815427,0.0,type3,0.6290322580645161,0.09513395297977034,type4,7.5
Q1L864,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-78.5,0.421875,0.34972677595628415,0.0,-66.5,0.43859649122807015,0.6229508196721312,0.0,-56.0,0.7021276595744681,0.2568306010928962,0.0,-59.0,0.4787234042553192,0.5136612021857924,0.0,-356.0,0.3522727272727273,0.9617486338797814,0.0,type3,0.7021276595744681,0.22340425531914893,type3,3.0
Q1L8F9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-163.5,0.6,0.18930957683741648,0.0,-127.5,0.5448717948717948,0.34743875278396436,0.0,-168.0,0.7580645161290323,0.13808463251670378,0.0,-123.0,0.6638655462184874,0.2650334075723831,0.0,-339.0,0.3197969543147208,0.8775055679287305,0.0,type3,0.7580645161290323,0.09419896991054488,type4,4.5
Q1L8G7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-87.0,0.4146341463414634,0.33884297520661155,0.0,-69.0,0.45652173913043476,0.5702479338842975,0.0,-70.5,0.6949152542372882,0.24380165289256198,0.0,-67.5,0.5185185185185185,0.4462809917355372,0.0,-352.5,0.3277310924369748,0.9834710743801653,0.0,type3,0.6949152542372882,0.17639673571876968,type4,1.5
Q1L8I0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-236.5,0.7252747252747253,0.14152410575427682,0.0,-211.0,0.6050955414012739,0.24416796267496113,0.0,-250.0,0.828125,0.09953343701399689,0.0,-211.0,0.6290322580645161,0.19284603421461896,0.0,-364.0,0.312625250501002,0.776049766718507,0.0,type3,0.828125,0.10285027472527475,type2,0.0
Q1L8P7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-376.5,0.7582417582417582,0.09795479009687837,0.0,-330.0,0.6855345911949685,0.17115177610333693,0.0,-382.5,0.875,0.0688912809472551,0.0,-336.0,0.8292682926829268,0.13240043057050593,0.0,-451.5,0.30357142857142855,0.6630785791173305,0.0,type3,0.875,0.04573170731707321,type2,6.0
Q1L8T5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-471.5,0.8901098901098901,0.07838070628768304,0.0,-440.0,0.6956521739130435,0.13867355727820843,0.0,-503.0,0.859375,0.05512489233419466,0.0,-429.5,0.8373983739837398,0.10594315245478036,0.0,-470.0,0.3348148148148148,0.5813953488372093,0.0,type1,0.8901098901098901,0.030734890109890056,type4,10.5
Q1L8W0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-194.0,0.6593406593406593,0.16945996275605213,0.0,-159.5,0.5590062111801242,0.29981378026070765,0.0,-209.0,0.734375,0.1191806331471136,0.0,-173.0,0.6583333333333333,0.22346368715083798,0.0,-356.0,0.3219954648526077,0.8212290502793296,0.0,type3,0.734375,0.07503434065934067,type2,13.5
Q1L8X2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-47.5,0.35064935064935066,0.6209677419354839,0.0,-47.5,0.5232558139534884,0.6935483870967742,0.0,-37.0,0.4909090909090909,0.4435483870967742,0.0,-44.5,0.4090909090909091,0.7096774193548387,0.0,-370.0,0.3813559322033898,0.9516129032258065,0.0,type2,0.5232558139534884,0.03234672304439751,type3,7.5
Q1L8Y6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-39.5,0.4166666666666667,0.6666666666666666,0.0,-54.5,0.4411764705882353,0.9444444444444444,0.0,-23.0,0.4117647058823529,0.7083333333333334,0.0,-24.5,0.45588235294117646,0.9444444444444444,0.0,-384.5,0.3611111111111111,1.0,0.0,type4,0.45588235294117646,0.01470588235294118,type3,1.5
Q1L8Y7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-233.0,0.4945054945054945,0.1622103386809269,0.0,-185.0,0.5443037974683544,0.2816399286987522,0.0,-218.0,0.746031746031746,0.11229946524064172,0.0,-182.0,0.6416666666666667,0.21390374331550802,0.0,-369.5,0.3078602620087336,0.8163992869875223,0.0,type3,0.746031746031746,0.10436507936507933,type4,3.0
Q1L981,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-351.0,0.8021978021978022,0.1005524861878453,0.0,-304.5,0.7125,0.17679558011049723,0.0,-373.5,0.828125,0.0707182320441989,0.0,-318.0,0.8103448275862069,0.1281767955801105,0.0,-394.5,0.3139717425431711,0.7038674033149172,0.0,type3,0.828125,0.01778017241379315,type2,13.5
